,Name,Sex,Age,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
234600,Stanisawa Teresa Szydowska (-Kaczorowska),F,28.0,Poland,POL,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",
234601,Sawosz Mieczysaw Szydowski,M,29.0,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Discus Throw,
234602,Sawosz Mieczysaw Szydowski,M,29.0,Poland,POL,1924 Summer,1924,Summer,Paris,Athletics,Athletics Men's Javelin Throw,
234605,Wojciech Szymaczyk,M,33.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Archery,Archery Men's Individual,
234606,Antoni Jan Szymanowski,M,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold
234607,Antoni Jan Szymanowski,M,25.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Silver
234608,Krystyna Szymaska-Lara,F,30.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,
234610,Jan Szymaski,M,20.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Freestyle",
234618,Andrzej Szymczak,M,23.0,Poland,POL,1972 Summer,1972,Summer,Munich,Handball,Handball Men's Handball,
234619,Andrzej Szymczak,M,27.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Handball,Handball Men's Handball,Bronze
234620,Krzysztof Szymczak,M,20.0,Poland,POL,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,
234621,Pawe Szymczak,M,17.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Individual,
234622,Ryszard Wiesaw Szymczak,M,27.0,Poland,POL,1972 Summer,1972,Summer,Munich,Football,Football Men's Football,Gold
234623,Franciszek Ksawery Szymczyk,M,32.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,Cycling Men's Sprint,
234624,Franciszek Ksawery Szymczyk,M,32.0,Poland,POL,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
234625,Jerzy Szymczyk,M,26.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Volleyball,Volleyball Men's Volleyball,
234626,Edward Jzef Szymkowiak,M,20.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
234627,Edward Jzef Szymkowiak,M,28.0,Poland,POL,1960 Summer,1960,Summer,Roma,Football,Football Men's Football,
234629,Tomasz ukasz Szymkowiak,M,25.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 3,000 metres Steeplechase",
234630,Franciszek Szymura,M,35.0,Poland,POL,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Light-Heavyweight,
234631,Mariusz Szyszko,M,27.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Men's Volleyball,
234632,Mirosaw Jacek Szapka,M,23.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
234633,Mirosaw Jacek Szapka,M,23.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",
234651,"Otylia Maria Tabacka (-Orowska, -Kauowa)",F,20.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Athletics,Athletics Women's 800 metres,
236571,Marcin Tarczyski,M,21.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,
236588,Grzegorz Targoski,M,22.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Archery,Archery Men's Individual,
237217,Marian Taaj,M,21.0,Poland,POL,1972 Summer,1972,Summer,Munich,Judo,Judo Men's Lightweight,
237218,Marian Taaj,M,25.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Judo,Judo Men's Half-Middleweight,Bronze
237232,Karol Tchorek,M,27.0,Poland,POL,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Sculpturing, Unknown Event",
237233,Alicja Maria Tchrz,F,19.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Backstroke,
237234,Alicja Maria Tchrz,F,19.0,Poland,POL,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,
237235,Alicja Maria Tchrz,F,23.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
237236,Alicja Maria Tchrz,F,23.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,
237237,Alicja Maria Tchrz,F,23.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,
237408,Wanda Telakowska,F,31.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
237409,Wanda Telakowska,F,31.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
237410,Wanda Telakowska,F,31.0,Poland,POL,1936 Summer,1936,Summer,Berlin,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
237647,Katarzyna Barbara Teodorowicz,F,19.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Tennis,Tennis Women's Doubles,
238410,Wojciech Theiner,M,30.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,
239067,Romuald Thomas,M,30.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxed Pairs,
240693,Grzegorz Tkaczyk,M,27.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
240694,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,
240695,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,
240696,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,
240697,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,
240698,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,
240699,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,
240700,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,
240701,Roman Tkaczyk,M,22.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,
240711,Tomasz Tuczyski,M,29.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,
240712,Zbigniew Stanisaw Tuczyski,M,24.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Handball,Handball Men's Handball,
240786,Piotr Tobolski,M,22.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Double Sculls,
240787,Rudolf Toboa,M,25.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
241295,Dawid Tomala,M,22.0,Poland,POL,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,
241304,Henryk Piotr Tomanek,M,21.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",
241372,Adam Tomasiak,M,23.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Fours,
241373,Adam Tomasiak,M,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Fours,Bronze
241374,Adam Tomasiak,M,27.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Coxed Eights,
241382,Henryk Tomaszewski,M,34.0,Poland,POL,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",
241383,Jan Tomaszewski,M,28.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Football,Football Men's Football,Silver
241407,Agnieszka Magdalena Tomczak,F,25.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Single Sculls,
241408,Ryszard Tomczyk,M,22.0,Poland,POL,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Featherweight,
241423,Tomasz Piotr Tomiak,M,24.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,Bronze
241584,Zdzisaw Tomylak,M,25.0,Poland,POL,1972 Summer,1972,Summer,Munich,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
241585,Andrzej Jan Mikoaj Tomza,M,29.0,Poland,POL,1960 Summer,1960,Summer,Roma,Shooting,"Shooting Men's Free Pistol, 50 metres",
242252,Leszek Trz,M,21.0,Poland,POL,1980 Summer,1980,Summer,Moskva,Hockey,Hockey Men's Hockey,
242769,Antoni Tokaczewski,M,18.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
242828,Jerzy Andrzej Tracz,M,17.0,Poland,POL,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 400 metres Freestyle,
242829,Jerzy Andrzej Tracz,M,17.0,Poland,POL,1960 Summer,1960,Summer,Roma,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
242830,Jzef Tracz,M,24.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
242831,Jzef Tracz,M,27.0,Poland,POL,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
242832,Jzef Tracz,M,31.0,Poland,POL,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
242833,Mieczysaw Andrzej Tracz,M,25.0,Poland,POL,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
242834,Dariusz Trafas,M,28.0,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,
242878,Andrzej Zygmunt Trajda,M,29.0,Poland,POL,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",
242879,Andrzej Zygmunt Trajda,M,33.0,Poland,POL,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",
242896,Kazimierz Jan Trampisz,M,23.0,Poland,POL,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
242900,Wodzimierz Bonifacy Trams,M,24.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Basketball,Basketball Men's Basketball,
243116,Henryk Trbicki,M,23.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,
243117,Henryk Trbicki,M,27.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Weightlifting,Weightlifting Men's Bantamweight,Bronze
243118,Henryk Trbicki,M,31.0,Poland,POL,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Men's Bantamweight,
243204,Lucjan Trela,M,26.0,Poland,POL,1968 Summer,1968,Summer,Mexico City,Boxing,Boxing Men's Heavyweight,
243252,Jzef Piotr Trenkwald,M,30.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",
243253,Jzef Piotr Trenkwald,M,30.0,Poland,POL,1928 Summer,1928,Summer,Amsterdam,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
